Id,Label,timeset,pageranks,modularity_class
894,@impraviin,,0.000267,0
895,@mhooplaw,,0.000225,71
896,@survivngtwnbyz,,0.00025,90
897,@simonclydesdale,,0.000252,60
898,@gheafanya,,0.000263,119
899,@LGakumba,,0.000245,69
900,@mubeenshahid16,,0.000254,87
901,@mejicuba,,0.000276,40
902,@walkingcrow,,0.00025,1
903,@Tristessette,,0.000271,40
904,@dr_data01,,0.000267,0
905,@Sareeta_m,,0.000267,0
906,@JanetSalud,,0.000276,40
907,@harryfear,,0.000406,107
908,@vishals99541919,,0.000254,87
909,@RobynJRoberts1,,0.00025,90
910,@BPSGroup,,0.000248,90
911,@prokopsky,,0.000267,0
912,@Ola_Hornelius,,0.000254,1
913,@saulofendder,,0.000254,87
914,@MannyThuMammoth,,0.000254,1
915,@jjreva50,,0.000292,61
916,@monderer,,0.000254,87
917,@gilcassagnol,,0.000263,119
918,@cellonosuke2014,,0.000259,87
919,@iwishjogley,,0.000284,81
920,@DarwinRulz,,0.00025,1
921,@tyxmy,,0.000284,81
922,@BELLOYisa,,0.000263,119
923,@miskoom,,0.00025,90
924,@yanjaa_b,,0.000237,69
925,@robinragnew,,0.000259,87
926,@Nick_James97,,0.00025,1
927,@oderdene,,0.000254,1
928,@SAFEcoalitionNC,,0.000276,40
929,@HDC_SeaKC,,0.000545,195
930,@WinksThinks,,0.000292,61
931,@ChanterCin,,0.000248,90
932,@Kdcodewebs1,,0.000267,0
933,@LeighRemmert,,0.000306,99
934,@dori_glen,,0.000263,119
935,@mohammedfeisal,,0.000254,1
936,@LucyCrystal,,0.000232,119
937,@daffi515,,0.00025,90
938,@macapellades,,0.000658,71
939,@theinsidermag,,0.00025,90
940,@d_dasilva,,0.000263,119
941,@Sandeep32806231,,0.000245,69
942,@GriftersGrift,,0.000263,99
943,@TejasKumar_,,0.000274,73
944,@katdell,,0.000327,75
945,@Vanessa95415961,,0.000271,40
946,@v_valbuen,,0.000192,178
947,@basilabia,,0.00025,90
948,@PrativaTripathy,,0.000253,107
949,@EddyTwyford,,0.000267,0
950,@kufuutaro,,0.000292,61
951,@SneakerHeadMo,,0.00025,90
952,@OpenMarketingTV,,0.000263,119
953,@jameskittle,,0.000263,99
954,@ianaugustine89,,0.000248,90
955,@Robert_Q610,,0.000259,195
956,@Delene06678002,,0.000263,99
957,@TheJokstr,,0.00025,90
958,@muthu_s_vel,,0.000267,0
959,@GhGhema123,,0.000253,107
960,@TheOldestYouth,,0.000248,90
961,@jerrydeasley,,0.00025,90
962,@bmunhu,,0.000237,69
963,@harishagrawal,,0.000267,0
964,@eggheadio,,0.000374,72
965,@Believin_Steven,,0.00025,1
966,@curioustgeorge3,,0.000246,36
967,@LunaticSX,,0.000252,60
968,@DrBronKing,,0.000237,69
969,@kumarse3,,0.000248,90
970,@nisobel,,0.000238,107
971,@_gbengzzz,,0.000254,1
972,@kaveh_k_s,,0.000254,1
973,@ajitnanani,,0.00025,1
974,@buckygrrl,,0.000252,60
975,@margargaritta,,0.000292,61
976,@PRADEEPDEV_01,,0.000267,0
977,@weskusgogga,,0.000252,60
978,@iBeSuckaFree,,0.000292,61
979,@SandyKAlano,,0.000252,60
980,@martlarr2,,0.000284,81
981,@parramaaa,,0.000253,107
982,@FelipeEncoC,,0.000263,119
983,@ProgettiGolosi,,0.000254,87
984,@AiShigeru,,0.000263,119
985,@TangoEnSkai,,0.000274,73
986,@AnthonyPilloud,,0.000274,73
987,@ticgran,,0.000238,107
988,@JeffVanVoorst,,0.000267,0
989,@lilgrumpy69,,0.000263,99
990,@jorgesp868,,0.000259,195
991,@OtgonbayarY,,0.000245,69
992,@SusanaShippam8,,0.00025,1
993,@IreneSonni,,0.000248,90
994,@coolcatcherry,,0.000247,40
995,@ChristopheMant3,,0.000254,1
996,@EascogalA,,0.000263,99
997,@Jacques_Haynes,,0.000254,1
998,@RoburPortcullis,,0.000274,73
999,@GiveWithAlma,,0.000327,75
1000,@Pissed_Woman,,0.000419,60
1001,@Destinyuhva,,0.000263,99
1002,@KunjYadav12,,0.000253,107
1003,@mimipick,,0.000276,40
1004,@HoudaAb7,,0.000267,0
1005,@masegoslin,,0.00025,1
1006,@RitaBelle7,,0.000284,81
1007,@ViragJain_VJ,,0.000263,119
1008,@newsclues,,0.00025,90
1009,@heatherj750,,0.000263,99
1010,@amitthakur1122,,0.000263,119
1011,@kletjianfdn,,0.000192,178
1012,@lixiaoyu212,,0.000245,69
1013,@LynnOtto9,,0.000284,81
1014,@NilufarM94,,0.000254,87
1015,@ChrisPe00000486,,0.000263,99
1016,@liberalshellz,,0.000263,99
1017,@Kenyates11,,0.000254,1
1018,@JohnDDenning,,0.000239,69
1019,@VanLeeza,,0.000292,61
1020,@physicsmatt,,0.000252,60
1021,@globejusticegjj,,0.000245,69
1022,@BarbaraENoll1,,0.000263,119
1023,@sunflowrgalaxy,,0.000327,75
1024,@uribeyaneth2,,0.00025,90
1025,@umbertoramiz,,0.000254,1
1026,@WalaceOPensador,,0.000267,0
1027,@JeromePio,,0.000248,90
1028,@J_O_ontheTRACK,,0.00025,1
1029,@rawuncutfilms,,0.00025,1
1030,@heygirlkerry3,,0.000248,90
1031,@adamucodes,,0.000263,119
1032,@sunilddesai,,0.000248,90
1033,@jenscorpio83,,0.000263,99
1034,@dancarl857,,0.000274,73
1035,@popyatagarasu,,0.000292,61
1036,@GenKnoxx,,0.000248,90
1037,@colin_faivre,,0.0004,36
1038,@alas3k,,0.00025,90
1039,@Hayato75,,0.000263,119
1040,@breakprimetime,,0.000267,0
1041,@BrLovers,,0.000284,81
1042,@zaktharp12,,0.000263,119
1043,@Magnator,,0.000274,73
1044,@FrancisYT4,,0.000254,1
1045,@acute_care_doc,,0.000243,178
1046,@idwalmanzor,,0.00025,90
1047,@Carlos_Ayestas,,0.00019,178
1048,@rvrikhye,,0.000267,0
1049,@prianka2808,,0.000267,0
1050,@stanitut,,0.000237,69
1051,@itz_mamulow,,0.000254,87
1052,@s_noronha,,0.000302,69
1053,@LPinderTV,,0.00025,90
1054,@xtakada,,0.000292,61
1055,@JanFWalsh2,,0.000271,40
1056,@ShivaRa03653226,,0.000263,119
1057,@shaner_english,,0.000248,90
1058,@kip_Alec,,0.000274,73
1059,@Iegendyonce,,0.000248,90
1060,@justindaffronte,,0.00025,1
1061,@breathe2025,,0.000237,69
1062,@ObviousMthulisi,,0.000263,119
1063,@CompeterG,,0.00025,1
1064,@FCBUNIV,,0.000245,69
1065,@ishaanroy,,0.000263,119
1066,@gregproughyaho1,,0.000263,99
1067,@feralislandBud,,0.00025,90
1068,@tatebrock_tate,,0.000254,1
1069,@edhollett,,0.00025,90
1070,@xsantus4u,,0.00025,90
1071,@funnypop66,,0.00023,71
1072,@eddieb0904,,0.000254,1
1073,@UltimateAdarshx,,0.000267,0
1074,@danebing,,0.00025,90
1075,@purpleshnurpler,,0.000271,40
1076,@Nyassatu,,0.000245,69
1077,@RaceAndRomance,,0.000263,99
1078,@iPKPradeep,,0.000267,0
1079,@stmcneil,,0.000248,90
1080,@nextdoorharami,,0.00025,1
1081,@_tlr_,,0.000237,71
1082,@malykhlg,,0.000248,90
1083,@ciincin_,,0.000267,0
1084,@thacktown,,0.000262,60
1085,@laydifink2018,,0.000259,195
1086,@tosingne,,0.00025,90
1087,@DrFinally,,0.000252,60
1088,@AssistedEvolve,,0.000267,0
1089,@EvilRegal2,,0.000263,99
1090,@SorishaPragyan,,0.000267,0
1091,@JillDanielle,,0.000271,40
1092,@DivineParty,,0.000246,36
1093,@dust_dark_dark,,0.000267,0
1094,@DCCbeta,,0.000246,36
1095,@Muhib02679917,,0.00025,90
1096,@Timmahooooo,,0.00025,1
1097,@bigbenvar,,0.000228,71
1098,@ShemBooth1,,0.000254,1
1099,@oscartong,,0.000228,71
1100,@LGVichy,,0.000274,73
1101,@srajkumar1993,,0.000263,119
1102,@segoave,,0.000226,195
1103,@lordsshrivas,,0.00025,1
1104,@TiaMari489,,0.000276,40
1105,@Muhammad0k,,0.000254,87
1106,@jenn6161,,0.000263,99
1107,@Hunteroaks5,,0.000263,99
1108,@kmr_ayush,,0.000267,0
1109,@javenkay,,0.000323,82
1110,@Ramadangalal77,,0.000199,178
1111,@AlisonCree,,0.00025,1
1112,@smdemora,,0.00025,90
1113,@DonnasueSealy,,0.000263,99
1114,@courtney4bama,,0.000263,60
1115,@Tarun30719179,,0.000253,107
1116,@dvijayait,,0.000253,107
1117,@masako_3d,,0.000254,1
1118,@DougBettcher,,0.000237,69
1119,@mitul0520,,0.000267,0
1120,@carlg341,,0.000248,90
1121,@iamPetersLight,,0.000263,119
1122,@ElmarMoelzer,,0.00025,1
1123,@ysfMag,,0.000267,0
1124,@Topitatxp,,0.000292,61
1125,@niptuck7,,0.000284,81
1126,@capyle3,,0.000254,1
1127,@ryannatfield,,0.000254,1
1128,@CADPgamer,,0.000259,195
1129,@clara6035,,0.000263,99
1130,@rendyrians_,,0.00025,1
1131,@RLopes890,,0.000254,1
1132,@JohnTroony,,0.000254,1
1133,@Nappy_Scrappy,,0.00025,90
1134,@vipulrawal,,0.000267,0
1135,@mikeysandmel,,0.000276,40
1136,@eduint,,0.000253,107
1137,@sixtyluckylady,,0.000248,90
1138,@taimhuynh,,0.000245,69
1139,@Missssdreamer,,0.000263,119
1140,@SSBM_LordXicor,,0.000292,61
1141,@MarikeBontenbal,,0.000253,107
1142,@Jeannie_LeO,,0.000229,195
1143,@PietroLaureano,,0.000253,107
1144,@amjalca,,0.000374,72
1145,@ahmad4albario,,0.000254,87
1146,@LivingFaithFel1,,0.000245,69
1147,@jojob005,,0.000248,90
1148,@lizrobinson54,,0.000417,90
1149,@farouckbello,,0.000254,87
1150,@abreen29364489,,0.000263,99
1151,@SharonCoryell3,,0.000248,90
1152,@ChrisS0501,,0.00025,90
1153,@nadiarmurphy,,0.000254,87
1154,@dreamarius,,0.000248,90
1155,@iamrajant,,0.000259,195
1156,@ElGringoSpeaks,,0.000252,60
1157,@Fsalt,,0.000238,107
1158,@davidtayar5,,0.00025,1
1159,@mrrjrwjdLLAP,,0.000263,60
1160,@ValentynaVashc2,,0.000254,1
1161,@AffanSamadKhan,,0.000267,0
1162,@TheMarketStorm,,0.000423,87
1163,@ShivArcher,,0.000263,119
1164,@Bortecin_EGE,,0.000267,0
1165,@yuukundesukedo,,0.000292,61
1166,@vi_shall_c,,0.000267,0
1167,@kittycatbytes,,0.000327,75
1168,@LD_invest,,0.000423,1
1169,@WBG_Climate,,0.000245,69
1170,@TwizMandy,,0.000263,119
1171,@DianeSangree,,0.000248,90
1172,@mitsukinnnn1,,0.00025,90
1173,@ernediko21,,0.000245,69
1174,@Jaseem_001,,0.000259,195
1175,@chicagoedgeblog,,0.000214,36
1176,@iamkhayyam,,0.000228,71
1177,@MoonzSmile,,0.00025,1
1178,@54Suhs,,0.00025,90
1179,@NomanbinRizwan,,0.000267,0
1180,@woodjulie58,,0.000263,99
1181,@Events4yu,,0.000276,40
1182,@ItalyCarey,,0.000284,81
1183,@coccco,,0.000263,119
1184,@kelvinshen,,0.000267,0
1185,@AxelLycan,,0.000252,60
1186,@DougCarel,,0.000248,90
1187,@manish71090,,0.000245,69
1188,@migster_suave,,0.000267,0
1189,@JohnMusiu,,0.000274,73
1190,@M4rtinK,,0.000254,1
1191,@madgoosefarm,,0.000263,99
1192,@blaha_b,,0.000263,99
1193,@sphericaltime,,0.000263,60
1194,@MominnurR,,0.000259,195
1195,@iamrajashekhar,,0.000253,107
1196,@Pritstweet,,0.000252,60
1197,@nic_dg,,0.000254,1
1198,@ciscaoladipo,,0.000267,0
1199,@KDJ52634326,,0.000245,69
1200,@SYCHOGRL26,,0.000284,81
1201,@abufiras2009,,0.000253,107
1202,@Dekha_15,,0.000263,119
1203,@VIACTSystems,,0.000263,119
1204,@creel_cameron,,0.000252,60
1205,@KMakAttack14,,0.000271,40
1206,@daph2345,,0.00025,90
1207,@SherryFLRealtor,,0.00025,36
1208,@oweikimi,,0.000254,87
1209,@ericcdeng,,0.000267,0
1210,@GermanGSurgeryA,,0.000192,178
1211,@cynthiabond,,0.000271,40
1212,@ssandeep000,,0.000267,0
1213,@Dev_ila,,0.000267,0
1214,@drWouterArrazol,,0.000568,69
1215,@maltehuebner,,0.00025,90
1216,@AndyWynyard,,0.000274,73
1217,@PISCES_Hawaii,,0.000254,1
1218,@AdnanBoz,,0.000267,0
1219,@SappyChadha,,0.000263,119
1220,@Its_Khafid,,0.000254,87
1221,@SvnSat,,0.000263,119
1222,@cindy555777,,0.000254,1
1223,@Elizabe51371109,,0.000248,90
1224,@_King_SERGIO_,,0.000263,99
1225,@JackDoorsee,,0.000263,99
1226,@KirkGharda,,0.000252,60
1227,@DurraniOfficial,,0.00025,1
1228,@Autarkh,,0.000252,60
1229,@Bukacode,,0.000263,119
1230,@Kevin_P_Wright,,0.000247,40
1231,@gui2de_GU,,0.00025,119
1232,@Val_Mxo,,0.000263,119
1233,@ChrisBerruecos,,0.000254,1
1234,@SimplyChance_x,,0.000248,90
1235,@kkfleming9,,0.000226,195
1236,@moneyonstax_,,0.000284,81
1237,@LeicesterLungs,,0.000237,69
1238,@MarycYee3,,0.000248,90
1239,@mcowan252,,0.000263,99
1240,@sandy_2356,,0.000254,87
1241,@lottie_lofton,,0.000271,40
1242,@caspgin,,0.000259,195
1243,@DrYardSale,,0.000417,90
1244,@ArtooAy2,,0.000274,73
1245,@shivuhosmani,,0.000263,119
1246,@MoniotteJean,,0.00025,1
1247,@Bolaji___,,0.000274,73
1248,@chrissimpson164,,0.00025,90
1249,@jhhanners,,0.00025,90
1250,@DigitalMMoore,,0.000259,87
1251,@DebOnTheArts,,0.000252,60
1252,@NigelBigMeech,,0.000267,0
1253,@wearegenesistv,,0.000243,87
1254,@fracturely,,0.000254,1
1255,@DeAndreEnrico,,0.000271,40
1256,@27MXIv,,0.000263,99
1257,@PiyushKant_1234,,0.000263,119
1258,@BigDataBeast,,0.000267,0
1259,@WBG_Gender,,0.000404,69
1260,@upulba,,0.000267,0
1261,@yumyumsuppe,,0.000263,119
1262,@UnionMatt,,0.000276,40
1263,@FawazTirmizi,,0.000292,61
1264,@Daverints_LFC,,0.000263,119
1265,@kitstolz,,0.000252,60
1266,@NLH45621986,,0.000259,195
1267,@sanicot,,0.000248,90
1268,@uli_weigel,,0.000246,36
1269,@ClawDrains,,0.000252,60
1270,@piotrekkaminski,,0.000254,87
1271,@MichaeldeRoock,,0.000392,195
1272,@dioskuren2018,,0.000267,0
1273,@Xing_Yuyang2000,,0.00025,90
1274,@TheMikk17,,0.00025,90
1275,@leohm63,,0.000417,90
1276,@jordanla23,,0.000248,90
1277,@Alexsvieta,,0.000302,69
1278,@digitalteacher,,0.00054,196
1279,@onestarr23,,0.00025,90
1280,@theartillry,,0.000237,71
1281,@BavyeshJ,,0.000263,99
1282,@MapleLeafJoker,,0.00025,1
1283,@_CapFuture_,,0.00025,1
1284,@yogaapratt1,,0.000284,81
1285,@appunite,,0.000263,119
1286,@WPalmerCurl,,0.000252,60
1287,@zezinhodudu,,0.000248,90
1288,@mohammad_d1993,,0.000267,0
1289,@TDLayer,,0.000274,73
1290,@_Sami5,,0.000246,36
1291,@id4socialmedia,,0.000248,90
1292,@123AW4,,0.000254,1
1293,@higuchidesign,,0.000243,87
1294,@tulip9me,,0.000253,107
1295,@personalblogxo,,0.00025,1
1296,@danielbrown__,,0.00025,1
1297,@GangstaGrimes,,0.000284,81
1298,@GermanTesla,,0.00025,1
1299,@inmybloodb,,0.000259,195
1300,@powerfromspace1,,0.000254,1
1301,@iyuanwang,,0.000267,0
1302,@SeahorseSeeHell,,0.00025,1
1303,@wabisabine,,0.000248,90
1304,@KiTaeKim9,,0.000245,69
1305,@BritneySheehan,,0.000229,195
1306,@UNDPSomalia,,0.000245,69
1307,@Mbeekmanrea1,,0.000271,40
1308,@JennyLionheart,,0.000248,90
1309,@Relaxxer,,0.00025,1
1310,@PlymouthHousing,,0.000226,195
1311,@JoshuaKerievsky,,0.000246,36
1312,@Trek_Jason_Trek,,0.000284,81
1313,@HAmunga1,,0.000253,107
1314,@casinka,,0.000276,87
1315,@ademiolaniran,,0.000253,107
1316,@frutpickr,,0.000263,99
1317,@kharlifah,,0.000263,119
1318,@MarisciaFox,,0.000248,90
1319,@imsfaruki,,0.000263,119
1320,@gridinoc,,0.00025,1
1321,@TeufelJpt10,,0.000284,81
1322,@iidaaraabii,,0.000267,0
1323,@MusavuliPatrick,,0.000237,69
1324,@ablamus,,0.00025,90
1325,@AsmaKayyali,,0.000246,36
1326,@SwastikBanerj14,,0.000274,73
1327,@ThePhilSThomas,,0.000263,119
1328,@DonnaKilli,,0.000284,81
1329,@teja2495,,0.000259,195
1330,@phendricks71,,0.000252,60
1331,@DvdBierry,,0.000284,81
1332,@TooFred,,0.00025,90
1333,@GeauxRilla,,0.000284,81
1334,@AmBeautifulShow,,0.00025,119
1335,@popedaniels,,0.000267,0
1336,@joolytron,,0.000263,99
1337,@Laryan174,,0.000254,1
1338,@VicCrete,,0.000267,0
1339,@FaisalShahJehan,,0.000243,178
1340,@AlexDzyubkov,,0.000302,69
1341,@VasuMPH,,0.000245,69
1342,@WhiteLotusPatal,,0.000267,0
1343,@LauraTuck_WB,,0.000245,69
1344,@Chrisquai,,0.00025,1
1345,@NatalieReid,,0.000248,90
1346,@OluwoleCo,,0.000267,0
1347,@MissErams,,0.000245,69
1348,@a_manuelli,,0.000245,69
1349,@AisaturdaysB,,0.000267,0
1350,@DovydasCeilutka,,0.000267,0
1351,@KhaiAchak,,0.000323,82
1352,@Brittahfly,,0.000292,61
1353,@zendzzo,,0.000274,73
1354,@EccentricFlower,,0.000252,60
1355,@PetitHerisson14,,0.000292,61
1356,@ciet_ncert,,0.000253,107
1357,@Deepak_mkg,,0.000253,107
1358,@DatHandsomeJerk,,0.000418,90
1359,@kathieallenmd,,0.000276,40
1360,@phizzle444,,0.000254,1
1361,@TiemmaBakare,,0.000263,119
1362,@anoopt3k,,0.000267,0
1363,@bdrobles1,,0.000262,40
1364,@Andres4Seattle,,0.000262,60
1365,@Srta_LovaticS2,,0.000284,81
1366,@tzvenyika48,,0.000254,87
1367,@qikchristian,,0.00025,1
1368,@noelbrw_,,0.00025,1
1369,@jamesproject2,,0.000254,1
1370,@raygibbs1,,0.000263,99
1371,@JRS9278,,0.000432,195
1372,@LukeCaddell,,0.000293,178
1373,@GodlessNZ,,0.000248,90
1374,@KodamanFB,,0.000274,73
1375,@gustavobechtold,,0.000244,36
1376,@ehfo0,,0.000267,0
1377,@neupanedinesh,,0.00019,178
1378,@Suite_Tea,,0.000248,90
1379,@17octcomIRL,,0.000245,69
1380,@NirmalMardi,,0.000263,119
1381,@UglyRoshan,,0.000254,1
1382,@Ugomma__,,0.000254,87
1383,@mayokunthefirst,,0.000274,73
1384,@fawfulfan,,0.000252,60
1385,@bostonnews002,,0.000192,178
1386,@mohammedvgy22,,0.000245,69
1387,@sharondeol,,0.00025,90
1388,@CASuperrunner,,0.00025,1
1389,@PrissPerfection,,0.000254,1
1390,@ChuckAgent86,,0.000271,40
1391,@MomRovin,,0.000263,119
1392,@IndivisEurekaSp,,0.000276,40
1393,@ALFREDOISLAS4,,0.000254,1
1394,@mschoening,,0.000274,73
1395,@imthedronelord,,0.000267,0
1396,@Clexa94,,0.000284,81
1397,@Akshayb2014,,0.000263,119
1398,@tinaornduff,,0.000263,119
1399,@SylvanusBCorey,,0.000263,99
1400,@PokeTheStars,,0.000263,99
1401,@WorldBankMENA,,0.000245,69
1402,@shamitb,,0.000267,0
1403,@abosife2010,,0.000302,69
1404,@madugger,,0.00025,90
1405,@IFCEurope,,0.000245,69
1406,@Nkulie14,,0.000253,107
1407,@RebeccaRaff10,,0.000327,75
1408,@EkekangC,,0.000245,69
1409,@ryanharahap_,,0.000263,119
1410,@WanhedasTitties,,0.000284,81
1411,@GonzaloBarria,,0.000267,0
1412,@Thecloudbuzz,,0.000274,73
1413,@smith_jsbe8786,,0.000292,61
1414,@BCG,,0.000195,36
1415,@SurgeryMatters,,0.000518,178
1416,@s_programmes,,0.000245,69
1417,@somakenya,,0.000254,1
1418,@VRARA_Berlin,,0.000237,71
1419,@letsnurture,,0.000267,0
1420,@jojos444,,0.000263,99
1421,@AnnaLikesPandas,,0.000259,195
1422,@agileInnovator,,0.000246,36
1423,@AlexandraMD_,,0.00025,90
1424,@toshiosuneco42,,0.000292,61
1425,@OutiKuivasniemi,,0.000245,69
1426,@anouk_clnn,,0.000284,81
1427,@AlmazAmengistu5,,0.000263,99
1428,@ShannonTyler28,,0.000302,69
1429,@ottmobdev,,0.000274,73
1430,@pradeep_poojari,,0.000263,119
1431,@Blackrosie89,,0.000284,81
1432,@mench90,,0.000418,36
1433,@pankaj_netrakar,,0.000254,1
1434,@dks6446,,0.000271,40
1435,@Master7MC,,0.000254,1
1436,@palestinianAF,,0.00025,1
1437,@clambertTDV53,,0.000253,107
1438,@kellitweets,,0.000233,195
1439,@SimTulum,,0.00025,90
